id,testset_segid,global_segid,source,reference,system,translation,mqm_avg_score,score_textdavinci003_EA,score_ChatGPT_EA
65,10,1156,A man has been set alight on his doorstep in what police believe is a targeted attack.,"Ein Mann wurde auf seiner Türschwelle angezündet, die Polizei geht von einem gezielten Angriff aus.",OPPO.1535,"Ein Mann wurde vor seiner Haustür angezündet, was die Polizei für einen gezielten Angriff hält.",-0.666667,-15,-2
66,10,1156,A man has been set alight on his doorstep in what police believe is a targeted attack.,"Ein Mann wurde auf seiner Türschwelle angezündet, die Polizei geht von einem gezielten Angriff aus.",eTranslation.737,"Ein Mann wurde vor seiner Haustür angezündet, was die Polizei für einen gezielten Angriff hält.",-1.0,-15,-2
67,10,1156,A man has been set alight on his doorstep in what police believe is a targeted attack.,"Ein Mann wurde auf seiner Türschwelle angezündet, die Polizei geht von einem gezielten Angriff aus.",Tencent_Translation.1520,"Ein Mann wurde vor seiner Haustür angezündet, was die Polizei für einen gezielten Angriff hält.",-0.666667,-15,-2
68,10,1156,A man has been set alight on his doorstep in what police believe is a targeted attack.,"Ein Mann wurde auf seiner Türschwelle angezündet, die Polizei geht von einem gezielten Angriff aus.",Huoshan_Translate.832,"Ein Mann wurde vor seiner Haustür angezündet, was die Polizei für einen gezielten Angriff hält.",-0.666667,-14,0
69,10,1156,A man has been set alight on his doorstep in what police believe is a targeted attack.,"Ein Mann wurde auf seiner Türschwelle angezündet, die Polizei geht von einem gezielten Angriff aus.",Online-B.1590,"Ein Mann wurde vor seiner Haustür angezündet, was die Polizei für einen gezielten Angriff hält.",-0.666667,-15,0
70,10,1156,A man has been set alight on his doorstep in what police believe is a targeted attack.,"Ein Mann wurde auf seiner Türschwelle angezündet, die Polizei geht von einem gezielten Angriff aus.",Online-A.1574,"Ein Mann ist vor seiner Haustür in Brand gesteckt worden, was die Polizei für einen gezielten Angriff hält.",-0.666667,-14,0
71,11,172,"Organizers of the conference said they hoped to tap into participants"" expertise identify possible future advisers for the Catholic Church on high tech issues.","Die Organisatoren der Konferenz sagten, dass sie hofften, die Expertise der Teilnehmer zu nutzen, um für die Zukunft mögliche Berater in technischen Fragen für die katholische Kirche zu finden.",Tohoku-AIP-NTT.890,"Die Organisatoren der Konferenz sagten, sie hofften, die Expertise der Teilnehmer nutzen zu können, um mögliche zukünftige Berater für die katholische Kirche in High-Tech-Fragen zu identifizieren.",-0.333333,-15,-2
72,11,172,"Organizers of the conference said they hoped to tap into participants"" expertise identify possible future advisers for the Catholic Church on high tech issues.","Die Organisatoren der Konferenz sagten, dass sie hofften, die Expertise der Teilnehmer zu nutzen, um für die Zukunft mögliche Berater in technischen Fragen für die katholische Kirche zu finden.",OPPO.1535,"Die Organisatoren der Konferenz sagten, sie hofften, die Expertise der Teilnehmer zu nutzen, „um mögliche zukünftige Berater für die katholische Kirche in Hightech-Fragen zu identifizieren.",-1.333333,-13,0
73,11,172,"Organizers of the conference said they hoped to tap into participants"" expertise identify possible future advisers for the Catholic Church on high tech issues.","Die Organisatoren der Konferenz sagten, dass sie hofften, die Expertise der Teilnehmer zu nutzen, um für die Zukunft mögliche Berater in technischen Fragen für die katholische Kirche zu finden.",eTranslation.737,"Die Organisatoren der Konferenz sagten, sie hofften, die Expertise der Teilnehmer zu nutzen, um mögliche zukünftige Berater für die katholische Kirche in High-Tech-Fragen zu identifizieren.",-0.666667,-14,-2
74,11,172,"Organizers of the conference said they hoped to tap into participants"" expertise identify possible future advisers for the Catholic Church on high tech issues.","Die Organisatoren der Konferenz sagten, dass sie hofften, die Expertise der Teilnehmer zu nutzen, um für die Zukunft mögliche Berater in technischen Fragen für die katholische Kirche zu finden.",Tencent_Translation.1520,"Die Organisatoren der Konferenz sagten, sie hofften, die Expertise der Teilnehmer zu nutzen, um mögliche zukünftige Berater für die katholische Kirche in Hightech-Fragen zu identifizieren.",-1.0,-9,-2
75,11,172,"Organizers of the conference said they hoped to tap into participants"" expertise identify possible future advisers for the Catholic Church on high tech issues.","Die Organisatoren der Konferenz sagten, dass sie hofften, die Expertise der Teilnehmer zu nutzen, um für die Zukunft mögliche Berater in technischen Fragen für die katholische Kirche zu finden.",Huoshan_Translate.832,"Die Organisatoren der Konferenz sagten, sie hofften, die Expertise der Teilnehmer zu nutzen, um mögliche zukünftige Berater für die katholische Kirche in High-Tech-Fragen zu identifizieren.",-0.666667,-14,0
76,11,172,"Organizers of the conference said they hoped to tap into participants"" expertise identify possible future advisers for the Catholic Church on high tech issues.","Die Organisatoren der Konferenz sagten, dass sie hofften, die Expertise der Teilnehmer zu nutzen, um für die Zukunft mögliche Berater in technischen Fragen für die katholische Kirche zu finden.",Online-B.1590,"Die Organisatoren der Konferenz hofften, das Fachwissen der Teilnehmer nutzen zu können, um mögliche zukünftige Berater der katholischen Kirche in High-Tech-Fragen zu identifizieren.",-1.0,-14,-2
77,11,172,"Organizers of the conference said they hoped to tap into participants"" expertise identify possible future advisers for the Catholic Church on high tech issues.","Die Organisatoren der Konferenz sagten, dass sie hofften, die Expertise der Teilnehmer zu nutzen, um für die Zukunft mögliche Berater in technischen Fragen für die katholische Kirche zu finden.",Online-A.1574,"Die Organisatoren der Konferenz sagten, dass sie hofften, die Expertise der Teilnehmer zu nutzen, um mögliche zukünftige Berater für die katholische Kirche in High-Tech-Fragen zu identifizieren.",-0.666667,-14,0
78,12,285,"Khloe has been left heartbroken by Tristan's repeated cheating throughout their romance, but still invited him to their daughter True's first birthday party earlier this year.","Khloe war aufgrund Tristans wiederholter Seitensprünge während ihrer Beziehung am Boden zerstörte, lud ihn aber trotzdem zum ersten Geburtstag ihrer Tochter True dieses Jahr ein.",Tohoku-AIP-NTT.890,"Khloe wurde durch Tristans wiederholten Betrug während ihrer Romanze untröstlich, lud ihn aber trotzdem zur ersten Geburtstagsfeier ihrer Tochter True Anfang dieses Jahres ein.",-5.0,-14,-3
79,12,285,"Khloe has been left heartbroken by Tristan's repeated cheating throughout their romance, but still invited him to their daughter True's first birthday party earlier this year.","Khloe war aufgrund Tristans wiederholter Seitensprünge während ihrer Beziehung am Boden zerstörte, lud ihn aber trotzdem zum ersten Geburtstag ihrer Tochter True dieses Jahr ein.",OPPO.1535,"Khloe wurde durch Tristans wiederholten Betrug während ihrer gesamten Romanze das Herz gebrochen, lud ihn aber immer noch zur ersten Geburtstagsparty ihrer Tochter True Anfang dieses Jahres ein.",-3.0,-14,-3
80,12,285,"Khloe has been left heartbroken by Tristan's repeated cheating throughout their romance, but still invited him to their daughter True's first birthday party earlier this year.","Khloe war aufgrund Tristans wiederholter Seitensprünge während ihrer Beziehung am Boden zerstörte, lud ihn aber trotzdem zum ersten Geburtstag ihrer Tochter True dieses Jahr ein.",eTranslation.737,"Khloe wurde von Tristans wiederholten Betrügereien während ihrer gesamten Romanze erschüttert, lud ihn aber trotzdem zu der ersten Geburtstagsfeier ihrer Tochter True Anfang dieses Jahres ein.",-2.0,-15,-7
81,12,285,"Khloe has been left heartbroken by Tristan's repeated cheating throughout their romance, but still invited him to their daughter True's first birthday party earlier this year.","Khloe war aufgrund Tristans wiederholter Seitensprünge während ihrer Beziehung am Boden zerstörte, lud ihn aber trotzdem zum ersten Geburtstag ihrer Tochter True dieses Jahr ein.",Tencent_Translation.1520,"Khloe wurde durch Tristans wiederholten Betrug während ihrer gesamten Romanze von Herzen gebrochen, lud ihn aber immer noch zur ersten Geburtstagsfeier ihrer Tochter True Anfang dieses Jahres ein.",-7.666667,-14,-14
82,12,285,"Khloe has been left heartbroken by Tristan's repeated cheating throughout their romance, but still invited him to their daughter True's first birthday party earlier this year.","Khloe war aufgrund Tristans wiederholter Seitensprünge während ihrer Beziehung am Boden zerstörte, lud ihn aber trotzdem zum ersten Geburtstag ihrer Tochter True dieses Jahr ein.",Huoshan_Translate.832,"Khloe wurde durch Tristans wiederholten Betrug während ihrer Romanze das Herz gebrochen, lud ihn aber trotzdem zu der ersten Geburtstagsfeier ihrer Tochter True Anfang dieses Jahres ein.",-4.333333,-14,-2
83,12,285,"Khloe has been left heartbroken by Tristan's repeated cheating throughout their romance, but still invited him to their daughter True's first birthday party earlier this year.","Khloe war aufgrund Tristans wiederholter Seitensprünge während ihrer Beziehung am Boden zerstörte, lud ihn aber trotzdem zum ersten Geburtstag ihrer Tochter True dieses Jahr ein.",Online-B.1590,"Khloe wurde von Tristans wiederholtem Betrug während ihrer Romanze gebrochen, lud ihn aber dennoch zu der ersten Geburtstagsfeier ihrer Tochter True Anfang dieses Jahres ein.",-4.666667,-14,-13
84,12,285,"Khloe has been left heartbroken by Tristan's repeated cheating throughout their romance, but still invited him to their daughter True's first birthday party earlier this year.","Khloe war aufgrund Tristans wiederholter Seitensprünge während ihrer Beziehung am Boden zerstörte, lud ihn aber trotzdem zum ersten Geburtstag ihrer Tochter True dieses Jahr ein.",Online-A.1574,"Khloe wurde von Tristans wiederholtem Betrug während ihrer Romanze herzzerreißend zurückgelassen, lud ihn aber dennoch zur ersten Geburtstagsparty ihrer Tochter True Anfang des Jahres ein.",-4.0,-15,-12
85,13,452,"Structural biologists can now take this information and reclassify the structure of the viruses, which will help unveil molecular and evolutionary relationships between different viruses.","Strukturbiologen können nun diese Informationen nutzen und die Struktur von Viren neu klassifizieren, was dabei helfen wird, molekulare und entwicklungstechnische Beziehungen zwischen unterschiedlichen Viren aufzuzeigen.",Tohoku-AIP-NTT.890,"Strukturbiologen können diese Informationen nun nutzen und die Struktur der Viren neu klassifizieren, was helfen wird, molekulare und evolutionäre Beziehungen zwischen verschiedenen Viren aufzudecken.",-0.0,-14,0
86,13,452,"Structural biologists can now take this information and reclassify the structure of the viruses, which will help unveil molecular and evolutionary relationships between different viruses.","Strukturbiologen können nun diese Informationen nutzen und die Struktur von Viren neu klassifizieren, was dabei helfen wird, molekulare und entwicklungstechnische Beziehungen zwischen unterschiedlichen Viren aufzuzeigen.",OPPO.1535,"Strukturbiologen können diese Informationen nun nutzen und die Struktur der Viren neu klassifizieren, was helfen wird, molekulare und evolutionäre Zusammenhänge zwischen verschiedenen Viren aufzudecken.",-0.333333,-15,-2
87,13,452,"Structural biologists can now take this information and reclassify the structure of the viruses, which will help unveil molecular and evolutionary relationships between different viruses.","Strukturbiologen können nun diese Informationen nutzen und die Struktur von Viren neu klassifizieren, was dabei helfen wird, molekulare und entwicklungstechnische Beziehungen zwischen unterschiedlichen Viren aufzuzeigen.",eTranslation.737,"Strukturbiologen können diese Informationen nun aufnehmen und die Struktur der Viren neu klassifizieren, was helfen wird, molekulare und evolutionäre Zusammenhänge zwischen verschiedenen Viren aufzudecken.",-1.0,-14,0
88,13,452,"Structural biologists can now take this information and reclassify the structure of the viruses, which will help unveil molecular and evolutionary relationships between different viruses.","Strukturbiologen können nun diese Informationen nutzen und die Struktur von Viren neu klassifizieren, was dabei helfen wird, molekulare und entwicklungstechnische Beziehungen zwischen unterschiedlichen Viren aufzuzeigen.",Tencent_Translation.1520,"Strukturbiologen können nun diese Informationen aufnehmen und die Struktur der Viren neu einordnen, was dazu beitragen wird, molekulare und evolutionäre Beziehungen zwischen verschiedenen Viren aufzudecken.",-0.666667,-14,0
89,13,452,"Structural biologists can now take this information and reclassify the structure of the viruses, which will help unveil molecular and evolutionary relationships between different viruses.","Strukturbiologen können nun diese Informationen nutzen und die Struktur von Viren neu klassifizieren, was dabei helfen wird, molekulare und entwicklungstechnische Beziehungen zwischen unterschiedlichen Viren aufzuzeigen.",Huoshan_Translate.832,"Strukturbiologen können nun diese Informationen aufnehmen und die Struktur der Viren neu klassifizieren, was dazu beitragen wird, molekulare und evolutionäre Beziehungen zwischen verschiedenen Viren aufzudecken.",-0.666667,-14,0
90,13,452,"Structural biologists can now take this information and reclassify the structure of the viruses, which will help unveil molecular and evolutionary relationships between different viruses.","Strukturbiologen können nun diese Informationen nutzen und die Struktur von Viren neu klassifizieren, was dabei helfen wird, molekulare und entwicklungstechnische Beziehungen zwischen unterschiedlichen Viren aufzuzeigen.",Online-B.1590,"Strukturbiologen können diese Informationen nun nutzen und die Struktur der Viren neu klassifizieren, um molekulare und evolutionäre Beziehungen zwischen verschiedenen Viren aufzudecken.",-0.0,-15,0
91,13,452,"Structural biologists can now take this information and reclassify the structure of the viruses, which will help unveil molecular and evolutionary relationships between different viruses.","Strukturbiologen können nun diese Informationen nutzen und die Struktur von Viren neu klassifizieren, was dabei helfen wird, molekulare und entwicklungstechnische Beziehungen zwischen unterschiedlichen Viren aufzuzeigen.",Online-A.1574,"Strukturbiologen können diese Informationen nun übernehmen und die Struktur der Viren neu klassifizieren, was dazu beitragen wird, molekulare und evolutionäre Beziehungen zwischen verschiedenen Viren zu enthüllen.",-0.0,-13,0
92,14,538,"Turnout at the march in The Hague exceeded expectations with organizers estimating the crowd at about 35,000. Police were forced to reroute the march to a location with more space.","Die Teilnehmerzahl während des Protestes in Den Haag, die von den Organisatoren auf 35.000 geschätzt wurde, übertraf alle Erwartungen. Die Polizei war dazu gezwungen, den Marschweg zu einem Standort mit mehr Platz umzuleiten.",Tohoku-AIP-NTT.890,"Die Beteiligung an dem Marsch in Den Haag übertraf die Erwartungen, da die Organisatoren die Menge auf etwa 35.000 schätzten. Die Polizei war gezwungen, den Marsch an einen Ort mit mehr Platz umzuleiten.",-0.666667,-15,0
