id,testset_segid,global_segid,source,reference,system,translation,mqm_avg_score,score_textdavinci003_standard,score_textdavinci003_EA_zeroshot,score_textdavinci003_EA,score_ChatGPT_standard,score_ChatGPT_EA_zeroshot,score_ChatGPT_EA
84,11,245,其航站楼的屋顶盖钢架构的地面投影面积达到18万平米，有25个标准足球场的大小。,"The projected area of the steel roof of its terminal on the ground is 180,000 square meters, the same area of 25 standard football fields.",OPPO.1422,"The steel roof of the terminal has a projected surface area of 180,000 square meters and is the size of 25 standard football fields.",-0.0,95,-1,-14,100.0,-1,-2
85,11,245,其航站楼的屋顶盖钢架构的地面投影面积达到18万平米，有25个标准足球场的大小。,"The projected area of the steel roof of its terminal on the ground is 180,000 square meters, the same area of 25 standard football fields.",THUNLP.1498,"The ground projection area of the roof-covered steel structure of the terminal reached 180,000 square meters, the size of 25 standard football fields.",-1.666667,90,-1,-14,95.0,-1,-2
86,11,245,其航站楼的屋顶盖钢架构的地面投影面积达到18万平米，有25个标准足球场的大小。,"The projected area of the steel roof of its terminal on the ground is 180,000 square meters, the same area of 25 standard football fields.",DeepMind.381,"The roof-covered steel structure of its terminal has a projected floor area of 180,000 square meters and is the size of 25 standard football fields.",-3.333333,90,-1,-14,100.0,-1,-2
87,11,245,其航站楼的屋顶盖钢架构的地面投影面积达到18万平米，有25个标准足球场的大小。,"The projected area of the steel roof of its terminal on the ground is 180,000 square meters, the same area of 25 standard football fields.",DiDi_NLP.401,"The projected area of the steel structure of the roof of the terminal building is 180,000 square meters, which is the size of 25 standard football fields.",-0.0,90,-1,-13,95.0,-1,-4
88,11,245,其航站楼的屋顶盖钢架构的地面投影面积达到18万平米，有25个标准足球场的大小。,"The projected area of the steel roof of its terminal on the ground is 180,000 square meters, the same area of 25 standard football fields.",Online-B.1605,"The projected area of ​​the steel structure of the roof of the terminal building reaches 180,000 square meters, which is the size of 25 standard football fields.",-0.0,90,-1,-14,100.0,-1,-3
89,12,357,参加今晚开幕式的除了有领导、部分球员之外，还会有来自中国体育界各个领域的十位佼佼者，其中不乏奥运会冠军、世界冠军获得者。,"In addition to leaders and some tennis players, the ceremony tonight will also welcome ten outstanding persons from different areas in China’s sports circles, including Olympic champions and world champions.",Huoshan_Translate.919,"In addition to leaders and some players attending tonight's opening ceremony, there will also be 10 outstanding players from various fields of Chinese sports, including Olympic champions and world championship winners.",-0.0,95,0,-14,100.0,-1,-2
90,12,357,参加今晚开幕式的除了有领导、部分球员之外，还会有来自中国体育界各个领域的十位佼佼者，其中不乏奥运会冠军、世界冠军获得者。,"In addition to leaders and some tennis players, the ceremony tonight will also welcome ten outstanding persons from different areas in China’s sports circles, including Olympic champions and world champions.",WeChat_AI.1525,"In addition to the leaders and some players, there will be 10 best players from various fields of Chinese sports, including Olympic champions and world champions.",-2.0,90,-1,-15,85.0,-12,-14
91,12,357,参加今晚开幕式的除了有领导、部分球员之外，还会有来自中国体育界各个领域的十位佼佼者，其中不乏奥运会冠军、世界冠军获得者。,"In addition to leaders and some tennis players, the ceremony tonight will also welcome ten outstanding persons from different areas in China’s sports circles, including Olympic champions and world champions.",Tencent_Translation.1249,"In addition to leaders and some players, there will also be 10 outstanding players from various fields of Chinese sports, including Olympic champions and world champions.",-2.0,90,-1,-13,95.0,-2,-2
92,12,357,参加今晚开幕式的除了有领导、部分球员之外，还会有来自中国体育界各个领域的十位佼佼者，其中不乏奥运会冠军、世界冠军获得者。,"In addition to leaders and some tennis players, the ceremony tonight will also welcome ten outstanding persons from different areas in China’s sports circles, including Olympic champions and world champions.",OPPO.1422,"In addition to the leaders and some players who participated in the opening ceremony tonight, there will also be ten outstanding players from all fields of Chinese sports, including many Olympic champions and world champions.",-1.0,90,-2,-15,95.0,-13,-3
93,12,357,参加今晚开幕式的除了有领导、部分球员之外，还会有来自中国体育界各个领域的十位佼佼者，其中不乏奥运会冠军、世界冠军获得者。,"In addition to leaders and some tennis players, the ceremony tonight will also welcome ten outstanding persons from different areas in China’s sports circles, including Olympic champions and world champions.",THUNLP.1498,"In addition to the leaders and some players participating in tonight's opening ceremony, there will also be 10 outstanding players from all fields of Chinese sports, including Olympic champions and world champions.",-0.0,90,0,-15,100.0,-2,-2
94,12,357,参加今晚开幕式的除了有领导、部分球员之外，还会有来自中国体育界各个领域的十位佼佼者，其中不乏奥运会冠军、世界冠军获得者。,"In addition to leaders and some tennis players, the ceremony tonight will also welcome ten outstanding persons from different areas in China’s sports circles, including Olympic champions and world champions.",DeepMind.381,"In addition to the leaders and some players participating in tonight's opening ceremony, there will also be ten top players from all fields of Chinese sports, including Olympic champions and world champions.",-0.0,95,0,-14,95.0,-1,-3
95,12,357,参加今晚开幕式的除了有领导、部分球员之外，还会有来自中国体育界各个领域的十位佼佼者，其中不乏奥运会冠军、世界冠军获得者。,"In addition to leaders and some tennis players, the ceremony tonight will also welcome ten outstanding persons from different areas in China’s sports circles, including Olympic champions and world champions.",DiDi_NLP.401,"In addition to leaders and some players, there will be ten leaders from various fields in the Chinese sports industry, including many Olympic champions and world champions.",-2.0,80,-1,-14,85.0,-12,-13
96,12,357,参加今晚开幕式的除了有领导、部分球员之外，还会有来自中国体育界各个领域的十位佼佼者，其中不乏奥运会冠军、世界冠军获得者。,"In addition to leaders and some tennis players, the ceremony tonight will also welcome ten outstanding persons from different areas in China’s sports circles, including Olympic champions and world champions.",Online-B.1605,"In addition to leaders and some players, there will be ten leaders from all fields of the Chinese sports industry, including many Olympic champions and world champions.",-2.0,80,-1,-14,90.0,-12,-13
97,13,641,此外，博览会上还将举办大师班、烹饪大赛和“探索俄罗斯美食之上海站”项目的俄罗斯名厨烹饪的俄罗斯美食品鉴会。,"In addition, master classes, cooking contests, as well as Russian food tastings cooked by Russian famous chefs and of the ""Exploring Russian Food in Shanghai Station"" project will be held at the Expo.",Huoshan_Translate.919,"In addition, the Expo will also hold master classes, cooking competitions and Russian food tasting sessions cooked by famous Russian chefs under the ""Shanghai Station for Exploring Russian Cuisine"" project.",-5.4,95,-2,-13,93.0,-3,-3
98,13,641,此外，博览会上还将举办大师班、烹饪大赛和“探索俄罗斯美食之上海站”项目的俄罗斯名厨烹饪的俄罗斯美食品鉴会。,"In addition, master classes, cooking contests, as well as Russian food tastings cooked by Russian famous chefs and of the ""Exploring Russian Food in Shanghai Station"" project will be held at the Expo.",WeChat_AI.1525,"In addition, the fair will also hold master classes, cooking competitions and a Russian food tasting meeting cooked by famous Russian chefs in the project ""Exploring the Shanghai Station of Russian Food.""",-8.066667,90,-1,-14,95.0,-14,-15
99,13,641,此外，博览会上还将举办大师班、烹饪大赛和“探索俄罗斯美食之上海站”项目的俄罗斯名厨烹饪的俄罗斯美食品鉴会。,"In addition, master classes, cooking contests, as well as Russian food tastings cooked by Russian famous chefs and of the ""Exploring Russian Food in Shanghai Station"" project will be held at the Expo.",Tencent_Translation.1249,"In addition, the fair will also hold master classes, cooking competitions and a review of Russian cuisine cooked by famous Russian chefs of the ""Shanghai Station for Exploring Russian Food"" project.",-5.066667,95,-2,-14,90.0,-3,-4
100,13,641,此外，博览会上还将举办大师班、烹饪大赛和“探索俄罗斯美食之上海站”项目的俄罗斯名厨烹饪的俄罗斯美食品鉴会。,"In addition, master classes, cooking contests, as well as Russian food tastings cooked by Russian famous chefs and of the ""Exploring Russian Food in Shanghai Station"" project will be held at the Expo.",OPPO.1422,"In addition, the fair will also host master classes, culinary competitions and the ""Shanghai Station for Exploring Russian Food"" project of famous Russian chefs cooking Russian food tasting.",-7.066667,90,-1,-14,85.0,-13,-22
101,13,641,此外，博览会上还将举办大师班、烹饪大赛和“探索俄罗斯美食之上海站”项目的俄罗斯名厨烹饪的俄罗斯美食品鉴会。,"In addition, master classes, cooking contests, as well as Russian food tastings cooked by Russian famous chefs and of the ""Exploring Russian Food in Shanghai Station"" project will be held at the Expo.",THUNLP.1498,"In addition, there will be a master class, a cooking competition and a Russian food tasting session for famous Russian chefs in the ""Shanghai Station for Exploring Russian Food"" project.",-2.066667,90,-2,-14,85.0,-13,-14
102,13,641,此外，博览会上还将举办大师班、烹饪大赛和“探索俄罗斯美食之上海站”项目的俄罗斯名厨烹饪的俄罗斯美食品鉴会。,"In addition, master classes, cooking contests, as well as Russian food tastings cooked by Russian famous chefs and of the ""Exploring Russian Food in Shanghai Station"" project will be held at the Expo.",DeepMind.381,"In addition, the fair will also host master classes, cooking contests and a Russian food taste fair for famous Russian chefs in the ""Shanghai Station for Exploring Russian Food"" project.",-5.733333,95,-2,-13,85.0,-3,-15
103,13,641,此外，博览会上还将举办大师班、烹饪大赛和“探索俄罗斯美食之上海站”项目的俄罗斯名厨烹饪的俄罗斯美食品鉴会。,"In addition, master classes, cooking contests, as well as Russian food tastings cooked by Russian famous chefs and of the ""Exploring Russian Food in Shanghai Station"" project will be held at the Expo.",DiDi_NLP.401,"In addition, the Expo will also hold master classes, cooking competitions and Russian food tasting sessions cooked by famous Russian chefs in the ""Explore Russian Food Shanghai Station"" project.",-7.066667,95,-2,-13,95.0,-3,-2
